Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-06-20T18:25:58.730Z","","","Included","auto","No","0","4671","589280","5391","599342","Included"
"2026-06-20T18:23:29.227Z","","","Included","auto","No","0","73790","524128","11312","609230","Included"
"2026-06-20T18:22:57.573Z","","","Included","auto","No","0","128045","671776","10037","809858","Included"
"2026-06-20T18:21:36.708Z","","","Included","auto","No","0","103953","1214272","8209","1326434","Included"
"2026-06-20T18:16:46.752Z","","","Included","auto","No","0","237559","1112768","9264","1359591","Included"
"2026-06-20T18:16:16.242Z","","","Included","auto","No","0","10934","1073523","4753","1089210","Included"
"2026-06-20T18:15:29.550Z","","","Included","auto","No","0","17192","1374816","7764","1399772","Included"
"2026-06-20T18:14:17.038Z","","","Included","auto","No","0","3848","534795","1749","540392","Included"
"2026-06-20T18:10:43.567Z","","","Included","auto","No","0","7369","670700","4733","682802","Included"
"2026-06-20T18:09:42.207Z","","","Included","auto","No","0","168107","849024","4759","1021890","Included"
"2026-06-20T18:08:05.338Z","","","Included","auto","No","0","71484","983207","3998","1058689","Included"
"2026-06-20T18:04:45.441Z","","","Included","auto","No","0","78540","312672","3340","394552","Included"
"2026-06-20T17:59:58.781Z","","","Included","auto","No","0","60738","69085","1022","130845","Included"
"2026-06-20T17:56:05.622Z","","","Included","auto","No","0","56458","190346","1615","248419","Included"
"2026-06-20T17:50:26.956Z","","","Included","agent_review","No","8681","126","15118","607","24532","Included"
"2026-06-20T17:34:11.904Z","","","Included","auto","No","0","72373","517792","1921","592086","Included"
"2026-06-20T17:29:29.829Z","","","Included","auto","No","0","69847","143808","750","214405","Included"
"2026-06-20T17:12:48.248Z","","","Included","auto","No","0","839","68832","235","69906","Included"
"2026-06-20T17:12:18.509Z","","","Included","auto","No","0","10852","49280","1255","61387","Included"
"2026-06-20T17:12:07.584Z","","","Included","auto","No","0","66396","69824","1176","137396","Included"
"2026-06-20T16:33:33.991Z","","","Included","auto","No","0","65319","67904","464","133687","Included"
"2026-06-20T16:33:33.948Z","","","Included","auto","No","0","51699","4544","271","56514","Included"
"2026-06-20T16:20:08.487Z","","","Included","auto","No","0","680","129920","313","130913","Included"
"2026-06-20T16:16:40.459Z","","","Included","auto","No","0","2626","126272","630","129528","Included"
"2026-06-20T16:16:17.445Z","","","Included","auto","No","0","7200","286048","1730","294978","Included"
"2026-06-20T16:15:52.439Z","","","Included","auto","No","0","32990","74272","1721","108983","Included"
"2026-06-20T16:15:46.361Z","","","Included","auto","No","0","1365","104320","926","106611","Included"
"2026-06-20T16:15:44.213Z","","","Included","auto","No","0","80854","207328","5032","293214","Included"
"2026-06-20T16:15:32.669Z","","","Included","auto","No","0","42783","59488","708","102979","Included"
"2026-06-20T16:15:29.163Z","","","Included","auto","No","0","243130","552640","2486","798256","Included"
"2026-06-20T16:15:16.858Z","","","Included","auto","No","0","40001","55712","890","96603","Included"
"2026-06-20T16:07:47.838Z","","","Included","auto","No","0","243584","2430464","8584","2682632","Included"
"2026-06-20T16:04:14.418Z","","","Included","auto","No","0","51989","119213","1422","172624","Included"
"2026-06-20T15:13:46.278Z","","","Included","auto","No","0","274608","1531809","14133","1820550","Included"
"2026-06-20T15:11:33.808Z","","","Included","auto","No","0","174055","533900","1449","709404","Included"
"2026-06-20T15:08:31.149Z","","","Included","auto","No","0","165333","170215","1706","337254","Included"
"2026-06-20T14:53:50.079Z","","","Included","auto","No","0","157272","978781","2808","1138861","Included"
"2026-06-20T14:50:23.084Z","","","Included","auto","No","0","1773","645568","517","647858","Included"
"2026-06-20T14:46:48.656Z","","","Included","auto","No","0","154201","2542016","4747","2700964","Included"
"2026-06-20T14:44:13.509Z","","","Included","auto","No","0","26395","2627264","7668","2661327","Included"
"2026-06-20T14:39:23.495Z","","","Included","auto","No","0","28773","3025078","7504","3061355","Included"
"2026-06-20T14:33:48.783Z","","","Included","auto","No","0","124993","913120","3686","1041799","Included"
"2026-06-20T14:32:13.256Z","","","Included","auto","No","0","123947","1340369","6251","1470567","Included"
"2026-06-20T14:28:24.694Z","","","Included","auto","No","0","6730","657088","2201","666019","Included"
"2026-06-20T14:28:17.791Z","","","Included","auto","No","0","28694","665472","2406","696572","Included"
"2026-06-20T14:23:06.834Z","","","Included","auto","No","0","14750","978240","4367","997357","Included"
"2026-06-20T14:22:03.570Z","","","Included","auto","No","0","98831","605664","2560","707055","Included"
"2026-06-20T14:13:25.208Z","","","Included","auto","No","0","2891","511648","1399","515938","Included"
"2026-06-20T14:12:53.468Z","","","Included","auto","No","0","162647","344512","291","507450","Included"
"2026-06-20T14:12:19.766Z","","","Included","auto","No","0","946","335648","331","336925","Included"
"2026-06-20T14:12:16.409Z","","","Included","auto","No","0","63636","168800","645","233081","Included"
"2026-06-20T14:06:59.503Z","","","Included","auto","No","0","2166","110464","2278","114908","Included"
"2026-06-20T14:02:39.925Z","","","Included","auto","No","0","14372","512576","3390","530338","Included"
"2026-06-20T14:00:55.584Z","","","Included","auto","No","0","6012","271456","3492","280960","Included"
"2026-06-20T13:52:22.848Z","","","Included","auto","No","0","125083","828864","5888","959835","Included"
"2026-06-20T13:50:38.099Z","","","Included","auto","No","0","347562","6060002","8367","6415931","Included"
"2026-06-20T13:49:41.117Z","","","Included","auto","No","0","37901","729568","11579","779048","Included"
"2026-06-20T13:49:35.564Z","","","Included","agent_review","No","86901","26718","1702000","16981","1832600","Included"
"2026-06-20T13:49:13.360Z","","","Included","agent_review","No","51461","10838","184625","860","247784","Included"
"2026-06-20T13:48:01.832Z","","","Included","auto","No","0","118408","1295082","6811","1420301","Included"
"2026-06-20T13:46:49.567Z","","","Included","auto","No","0","214666","1021600","3227","1239493","Included"
"2026-06-19T22:08:03.452Z","","","Included","agent_review","No","75224","21536","820096","28556","945412","Included"
"2026-06-19T22:07:58.057Z","","","Included","agent_review","No","32980","8748","720","89","42537","Included"
"2026-06-19T22:07:22.047Z","","","Included","auto","No","0","880","247934","1677","250491","Included"
"2026-06-19T22:06:30.084Z","","","Included","auto","No","0","92843","306208","2185","401236","Included"
"2026-06-19T22:05:59.941Z","","","Included","auto","No","0","117063","860900","2416","980379","Included"
"2026-06-19T22:05:26.106Z","","","Included","auto","No","0","100561","2319055","12667","2432283","Included"
"2026-06-19T22:01:14.481Z","","","Included","gpt-5.5-medium","No","0","68456","33280","516","102252","Included"
"2026-06-19T21:55:50.434Z","","","Included","auto","No","0","131466","1916868","7968","2056302","Included"
"2026-06-19T21:48:40.708Z","","","Included","auto","No","0","67189","145516","1733","214438","Included"
"2026-06-19T21:24:36.057Z","","","Included","gpt-5.5-medium","No","0","638144","3560960","21187","4220291","Included"
"2026-06-19T21:20:04.614Z","","","Included","gpt-5.5-medium","No","0","239852","0","75","239927","Included"
"2026-06-19T21:19:07.650Z","","","Included","auto","No","0","56429","411177","5341","472947","Included"
"2026-06-19T21:17:52.815Z","","","Included","auto","No","0","63920","695511","9484","768915","Included"
"2026-06-19T19:12:47.378Z","","","Included","auto","No","0","36403","1888162","5625","1930190","Included"
"2026-06-19T17:53:18.434Z","","","Included","auto","No","0","472679","10100057","24417","10597153","Included"
"2026-06-19T17:33:33.151Z","","","Included","agent_review","No","38142","19338","415765","5832","479077","Included"
"2026-06-19T17:33:33.040Z","","","Included","agent_review","No","64724","19027","568191","7971","659913","Included"
"2026-06-19T17:31:48.164Z","","","Included","gpt-5.5-medium","No","0","246102","3483136","12744","3741982","Included"
"2026-06-19T16:53:56.666Z","","","Included","auto","No","0","680156","20574161","63935","21318252","Included"
"2026-06-19T16:48:33.477Z","","","Included","gpt-5.5-medium","No","0","27834","189952","343","218129","Included"
"2026-06-19T16:47:34.133Z","","","Included","auto","No","0","21024","2397260","7469","2425753","Included"
"2026-06-19T16:43:12.505Z","","","Included","auto","No","0","152760","3554216","14310","3721286","Included"
"2026-06-19T16:21:31.719Z","","","Included","auto","No","0","21643","1180462","3273","1205378","Included"
"2026-06-19T15:40:22.621Z","","","Included","auto","No","0","99044","114680","1253","214977","Included"
"2026-06-19T15:37:42.807Z","","","Included","gpt-5.5-medium","No","0","54510","3447808","12537","3514855","Included"
"2026-06-19T15:36:16.302Z","","","Included","auto","No","0","734","239798","241","240773","Included"
"2026-06-19T15:35:03.898Z","","","Included","auto","No","0","4820","411119","1469","417408","Included"
"2026-06-19T15:34:46.947Z","","","Included","gpt-5.5-medium","No","0","2412","186880","89","189381","Included"
"2026-06-19T15:33:57.778Z","","","Included","gpt-5.5-medium","No","0","187492","176128","1873","365493","Included"
"2026-06-19T15:32:00.551Z","","","Included","auto","No","0","116650","1499134","7828","1623612","Included"
"2026-06-19T15:28:25.960Z","","","Included","auto","No","0","6452","878643","2081","887176","Included"
"2026-06-19T15:26:53.248Z","","","Included","gpt-5.5-medium","No","0","3626","172032","65","175723","Included"
"2026-06-19T15:26:05.744Z","","","Included","composer-2.5-fast","No","0","101619","278624","6515","386758","Included"
"2026-06-19T15:25:49.244Z","","","Included","gpt-5.5-medium","No","0","1871","344064","579","346514","Included"
"2026-06-19T15:25:46.715Z","","","Included","gpt-5.5-medium","No","0","234951","6113280","21663","6369894","Included"
"2026-06-19T15:25:22.456Z","","","Included","gpt-5.5-medium","No","0","172845","171520","57","344422","Included"
"2026-06-19T15:25:03.410Z","","","Errored, No Charge","gpt-5.5-medium","No","","","","","","Free"
"2026-06-19T15:21:45.388Z","","","Included","auto","No","0","29402","249054","4744","283200","Included"
"2026-06-19T15:17:40.029Z","","","Included","auto","No","0","180622","20112","1325","202059","Included"
"2026-06-19T15:15:02.818Z","","","Included","auto","No","0","87596","1534643","10086","1632325","Included"
"2026-06-19T15:11:49.400Z","","","Included","gpt-5.5-medium","No","0","225067","4794880","19080","5039027","Included"
"2026-06-19T14:58:16.766Z","","","Included","auto","No","0","5207","715003","2258","722468","Included"
"2026-06-19T14:56:34.525Z","","","Included","auto","No","0","20647","672542","2379","695568","Included"
"2026-06-19T14:51:11.313Z","","","Included","auto","No","0","39027","1605440","7148","1651615","Included"
"2026-06-19T14:50:32.615Z","","","Included","auto","No","0","4400","770294","1995","776689","Included"
"2026-06-19T14:49:04.101Z","","","Included","auto","No","0","143391","1429237","3834","1576462","Included"
"2026-06-19T14:47:33.621Z","","","Included","auto","No","0","127596","1018868","4316","1150780","Included"
"2026-06-19T14:44:25.535Z","","","Included","gpt-5.5-medium","No","0","10956","308736","966","320658","Included"
"2026-06-19T14:43:09.768Z","","","Included","auto","No","0","112603","1665843","10967","1789413","Included"
"2026-06-19T14:40:11.017Z","","","Included","gpt-5.5-medium","No","0","101624","175616","1009","278249","Included"
"2026-06-19T14:37:07.315Z","","","Included","auto","No","0","2569","115642","1600","119811","Included"
"2026-06-19T14:32:32.665Z","","","Included","auto","No","0","107554","450922","3624","562100","Included"
"2026-06-19T14:29:17.524Z","","","Included","auto","No","0","64017","472784","1957","538758","Included"
"2026-06-19T14:28:58.347Z","","","Included","auto","No","0","1512","534976","553","537041","Included"
"2026-06-19T14:22:40.512Z","","","Included","auto","No","0","98486","1660437","8090","1767013","Included"
"2026-06-19T14:16:52.886Z","","","Included","auto","No","0","51998","183167","1356","236521","Included"
"2026-06-19T14:16:21.316Z","","","Included","auto","No","0","25488","5423744","14591","5463823","Included"
"2026-06-19T14:13:39.162Z","","","Included","auto","No","0","5017","282080","781","287878","Included"
"2026-06-19T14:10:19.617Z","","","Included","auto","No","0","199818","3170995","12336","3383149","Included"
"2026-06-19T13:57:48.853Z","","","Included","auto","No","0","141214","425248","2138","568600","Included"
"2026-06-19T13:56:42.061Z","","","Included","auto","No","0","1478","413152","793","415423","Included"
"2026-06-19T13:56:07.045Z","","","Included","auto","No","0","155278","6723","1666","163667","Included"
"2026-06-19T13:55:29.415Z","","","Included","auto","No","0","475","136256","708","137439","Included"
"2026-06-19T13:55:15.395Z","","","Included","auto","No","0","2537","268736","1208","272481","Included"
"2026-06-19T13:51:23.860Z","","","Included","auto","No","0","5068","387328","3360","395756","Included"
"2026-06-19T13:49:10.765Z","","","Included","auto","No","0","5886","365024","2568","373478","Included"
"2026-06-19T13:45:48.736Z","","","Included","auto","No","0","1710","158454","1748","161912","Included"
"2026-06-19T13:44:52.902Z","","","Included","auto","No","0","2870","352192","1443","356505","Included"
"2026-06-19T13:43:24.176Z","","","Included","auto","No","0","1258","157197","1598","160053","Included"
"2026-06-19T13:42:54.707Z","","","Included","auto","No","0","109535","121504","877","231916","Included"
"2026-06-19T13:39:50.250Z","","","Included","auto","No","0","150478","616834","1927","769239","Included"
"2026-06-19T13:37:19.669Z","","","Included","auto","No","0","1775","222784","1988","226547","Included"
"2026-06-19T13:33:58.945Z","","","Included","auto","No","0","1810","108768","807","111385","Included"
"2026-06-19T13:33:06.894Z","","","Included","auto","No","0","16672","597120","3440","617232","Included"
"2026-06-19T12:51:38.725Z","","","Included","auto","No","0","83128","93568","1736","178432","Included"
"2026-06-19T12:12:03.976Z","","","Included","auto","No","0","10454","858336","1307","870097","Included"
"2026-06-19T12:04:41.600Z","","","Included","auto","No","0","140378","2035839","4652","2180869","Included"
"2026-06-19T11:59:59.122Z","","","Included","auto","No","0","80325","790242","7236","877803","Included"
"2026-06-19T11:59:54.445Z","","","Included","auto","No","0","153074","4275360","22227","4450661","Included"
"2026-06-19T11:51:59.015Z","","","Included","auto","No","0","5534","930553","2711","938798","Included"
"2026-06-19T11:44:57.347Z","","","Included","auto","No","0","10549","1162413","3389","1176351","Included"
"2026-06-19T11:37:21.181Z","","","Included","auto","No","0","16414","932544","8341","957299","Included"
"2026-06-19T11:34:12.232Z","","","Included","auto","No","0","85901","734528","3936","824365","Included"
"2026-06-19T11:25:04.886Z","","","Included","auto","No","0","79481","1989280","20620","2089381","Included"
"2026-06-19T11:21:05.224Z","","","Included","auto","No","0","72602","549429","743","622774","Included"
"2026-06-19T11:19:18.838Z","","","Included","auto","No","0","8714","407872","2470","419056","Included"
"2026-06-19T11:18:18.504Z","","","Included","auto","No","0","128077","279584","1109","408770","Included"
"2026-06-19T11:14:53.331Z","","","Included","auto","No","0","124114","267424","2427","393965","Included"
"2026-06-19T11:09:48.477Z","","","Included","auto","No","0","43575","411676","4126","459377","Included"
"2026-06-19T11:09:28.097Z","","","Included","auto","No","0","244922","1351808","4794","1601524","Included"
"2026-06-19T10:55:07.659Z","","","Included","auto","No","0","94623","2724640","17779","2837042","Included"
"2026-06-19T10:37:06.835Z","","","Included","auto","No","0","3012","171634","1450","176096","Included"
"2026-06-19T10:36:26.599Z","","","Included","auto","No","0","8214","239727","2029","249970","Included"
"2026-06-19T10:34:23.893Z","","","Included","auto","No","0","63593","719040","4616","787249","Included"
"2026-06-19T10:31:19.176Z","","","Included","auto","No","0","69981","1253986","6855","1330822","Included"
"2026-06-19T10:27:33.351Z","","","Included","auto","No","0","50828","892640","17675","961143","Included"
"2026-06-19T07:45:15.773Z","","","Included","composer-2.5-fast","No","0","138302","4716128","14301","4868731","Included"
"2026-06-19T07:42:21.089Z","","","Included","composer-2.5-fast","No","0","90191","3399488","21664","3511343","Included"
"2026-06-19T07:30:48.744Z","","","Included","auto","No","0","45609","1857798","18323","1921730","Included"
"2026-06-19T07:28:13.844Z","","","Included","auto","No","0","184861","545417","3844","734122","Included"
"2026-06-19T07:25:47.778Z","","","Included","auto","No","0","32543","2070508","4720","2107771","Included"
"2026-06-19T07:22:51.851Z","","","Included","auto","No","0","17136","1795132","4279","1816547","Included"
"2026-06-19T07:20:41.691Z","","","Included","auto","No","0","121286","1326259","3983","1451528","Included"
"2026-06-19T06:21:26.932Z","","","Included","auto","No","0","156584","6201088","18276","6375948","Included"
"2026-06-19T06:18:54.208Z","","","Included","auto","No","0","136652","674112","7731","818495","Included"
"2026-06-19T06:17:25.931Z","","","Included","auto","No","0","2484","454302","839","457625","Included"
"2026-06-19T06:16:25.484Z","","","Included","auto","No","0","6135","364928","2596","373659","Included"
"2026-06-19T06:13:04.886Z","","","Included","auto","No","0","108343","1298976","14237","1421556","Included"
"2026-06-19T06:09:48.947Z","","","Included","auto","No","0","25811","550353","2177","578341","Included"
"2026-06-19T06:06:32.030Z","","","Included","auto","No","0","45037","1693159","5460","1743656","Included"
"2026-06-19T06:04:33.451Z","","","Included","agent_review","No","121979","52475","3598881","6346","3779681","Included"
"2026-06-19T06:04:32.698Z","","","Included","agent_review","No","133862","52159","6812668","13521","7012210","Included"
"2026-06-19T06:04:07.133Z","","","Included","agent_review","No","93209","73798","541565","1085","709657","Included"
"2026-06-19T06:04:06.181Z","","","Included","agent_review","No","86242","63670","182430","581","332923","Included"
"2026-06-19T06:04:00.866Z","","","Included","auto","No","0","42221","268128","5483","315832","Included"
"2026-06-19T06:03:20.267Z","","","Included","agent_review","No","96799","73643","1200252","1965","1372659","Included"
"2026-06-19T06:03:16.828Z","","","Included","agent_review","No","105352","73653","1350982","2480","1532467","Included"
"2026-06-19T06:02:42.766Z","","","Included","auto","No","0","2620","368570","293","371483","Included"
"2026-06-19T06:01:26.179Z","","","Included","auto","No","0","2289","119254","1582","123125","Included"
"2026-06-19T05:57:56.452Z","","","Included","auto","No","0","11729","1478323","5776","1495828","Included"
"2026-06-19T05:56:46.613Z","","","Included","auto","No","0","85221","2093698","15865","2194784","Included"
"2026-06-19T05:55:19.829Z","","","Included","auto","No","0","2003","425019","381","427403","Included"
"2026-06-19T05:54:09.677Z","","","Included","auto","No","0","6659","411046","1448","419153","Included"
"2026-06-19T05:51:13.925Z","","","Included","auto","No","0","2141","489060","794","491995","Included"
"2026-06-19T05:51:06.418Z","","","Included","auto","No","0","161096","444960","7291","613347","Included"
"2026-06-19T05:50:58.289Z","","","Included","auto","No","0","1512","191074","860","193446","Included"
"2026-06-19T05:50:54.449Z","","","Included","auto","No","0","113655","3115552","9640","3238847","Included"
"2026-06-19T05:50:35.929Z","","","Included","auto","No","0","87051","102368","994","190413","Included"
"2026-06-19T05:43:56.069Z","","","Included","auto","No","0","3613","363505","988","368106","Included"
"2026-06-19T05:42:27.882Z","","","Included","auto","No","0","82399","265295","1696","349390","Included"
"2026-06-19T03:49:52.204Z","","","Included","auto","No","0","156428","855824","5411","1017663","Included"
"2026-06-19T03:25:26.800Z","","","Included","auto","No","0","63607","382465","4113","450185","Included"
"2026-06-19T03:21:28.473Z","","","Included","auto","No","0","5495","468274","1670","475439","Included"
"2026-06-19T03:20:12.043Z","","","Included","auto","No","0","13989","1452118","6801","1472908","Included"
"2026-06-19T03:18:55.551Z","","","Included","auto","No","0","1665","189054","763","191482","Included"
"2026-06-19T03:17:00.034Z","","","Included","auto","No","0","6840","891877","1989","900706","Included"
"2026-06-19T03:14:31.296Z","","","Included","auto","No","0","193397","331467","2344","527208","Included"
"2026-06-19T03:13:03.672Z","","","Included","auto","No","0","26685","1168211","12519","1207415","Included"
"2026-06-19T03:10:42.984Z","","","Included","auto","No","0","97470","200129","393","297992","Included"
"2026-06-19T03:08:52.189Z","","","Included","auto","No","0","19295","405930","2691","427916","Included"
"2026-06-19T02:59:36.176Z","","","Included","auto","No","0","90824","196760","467","288051","Included"
"2026-06-19T02:56:08.525Z","","","Included","auto","No","0","41588","556408","6111","604107","Included"
"2026-06-19T02:51:12.869Z","","","Included","auto","No","0","20572","1300632","3676","1324880","Included"
"2026-06-19T02:47:58.143Z","","","Included","auto","No","0","71746","489095","6741","567582","Included"
"2026-06-19T02:44:56.187Z","","","Included","auto","No","0","67108","1243365","9765","1320238","Included"
"2026-06-19T02:23:16.061Z","","","Included","auto","No","0","51604","482543","5958","540105","Included"
"2026-06-19T02:09:56.394Z","","","Included","auto","No","0","5643","695640","1306","702589","Included"
"2026-06-19T02:09:06.573Z","","","Included","auto","No","0","2050","477920","654","480624","Included"
"2026-06-19T02:08:13.388Z","","","Included","auto","No","0","88005","381435","837","470277","Included"
"2026-06-19T02:06:27.773Z","","","Included","agent_review","No","82347","75832","1627104","6079","1791362","Included"
"2026-06-19T01:51:12.564Z","","","Included","composer-2.5-fast","No","0","98476","258720","8439","365635","Included"
"2026-06-19T01:50:27.425Z","","","Included","composer-2.5-fast","No","0","13419","1461760","6388","1481567","Included"
"2026-06-19T01:48:21.577Z","","","Included","agent_review","No","118734","79338","2809010","5532","3012614","Included"
"2026-06-19T01:48:06.521Z","","","Included","agent_review","No","113364","79319","2875375","5468","3073526","Included"
"2026-06-19T01:47:51.540Z","","","Included","auto","No","0","9598","441938","1046","452582","Included"
"2026-06-19T01:46:47.498Z","","","Included","auto","No","0","147797","415827","2944","566568","Included"
"2026-06-19T01:43:35.199Z","","","Included","composer-2.5-fast","No","0","54187","1577390","21663","1653240","Included"
"2026-06-19T01:40:56.493Z","","","Included","composer-2.5-fast","No","0","161404","4438592","14507","4614503","Included"
"2026-06-18T22:16:34.247Z","","","Included","auto","No","0","65021","135772","3265","204058","Included"
